,Title,Sumber,Label,Hasil_Case_Folding,Hasil_Token,Hasil_Stopword,Hasil_Stemming
217,"6,4 Juta Vaksin Masuk RI, Menkominfo Ingatkan Larangan Mudik",cnbcindonesia,0,juta vaksin masuk ri menkominfo ingatkan larangan mudik,"['juta', 'vaksin', 'masuk', 'ri', 'menkominfo', 'ingatkan', 'larangan', 'mudik']","['juta', 'masuk', 'ri', 'menkominfo', 'ingatkan', 'larangan', 'mudik']","['juta', 'masuk', 'ri', 'menkominfo', 'ingat', 'larang', 'mudik']"
218,Mantap! 6 Juta Vaksin Sinovac & 400 Ribu Sinopharm Tiba di RI,cnbcindonesia,1,mantap juta vaksin sinovac ribu sinopharm tiba di ri,"['mantap', 'juta', 'vaksin', 'sinovac', 'ribu', 'sinopharm', 'tiba', 'di', 'ri']","['mantap', 'juta', 'sinovac', 'ribu', 'sinopharm', 'tiba', 'ri']","['mantap', 'juta', 'sinovac', 'ribu', 'sinopharm', 'tiba', 'ri']"
219,"Resmi Dipakai RI, Ini Efek Samping Vaksin Sinopharm China",cnbcindonesia,-1,resmi dipakai ri ini efek samping vaksin sinopharm china,"['resmi', 'dipakai', 'ri', 'ini', 'efek', 'samping', 'vaksin', 'sinopharm', 'china']","['resmi', 'dipakai', 'ri', 'efek', 'samping', 'sinopharm', 'china']","['resmi', 'pakai', 'ri', 'efek', 'samping', 'sinopharm', 'china']"
220,"Vaksinasi Mandiri Mulai Mei, Pakai Vaksin Sinopharm China",cnbcindonesia,0,vaksinasi mandiri mulai mei pakai vaksin sinopharm china,"['vaksinasi', 'mandiri', 'mulai', 'mei', 'pakai', 'vaksin', 'sinopharm', 'china']","['', 'mandiri', 'mulai', 'mei', 'pakai', 'sinopharm', 'china']","['', 'mandiri', 'mulai', 'mei', 'pakai', 'sinopharm', 'china']"
221,"RI Resmi Pakai Vaksin Sinopharm Lawan Covid, Efikasinya 78%",cnbcindonesia,1,ri resmi pakai vaksin sinopharm lawan covid efikasinya,"['ri', 'resmi', 'pakai', 'vaksin', 'sinopharm', 'lawan', 'covid', 'efikasinya']","['ri', 'resmi', 'pakai', 'sinopharm', 'lawan', 'efikasinya']","['ri', 'resmi', 'pakai', 'sinopharm', 'lawan', 'efikasinya']"
222,"Kasus Covid India Semakin Parah, 40 Negara Turun Tangan",cnbcindonesia,-1,kasus covid india semakin parah negara turun tangan,"['kasus', 'covid', 'india', 'semakin', 'parah', 'negara', 'turun', 'tangan']","['kasus', 'india', 'semakin', 'parah', 'negara', 'turun', 'tangan']","['kasus', 'india', 'makin', 'parah', 'negara', 'turun', 'tangan']"
223,"Bikin Iri! Mulai Juni, Remaja di Eropa Divaksin Covid-19",cnbcindonesia,1,bikin iri mulai juni remaja di eropa divaksin covid,"['bikin', 'iri', 'mulai', 'juni', 'remaja', 'di', 'eropa', 'divaksin', 'covid']","['bikin', 'iri', 'mulai', 'juni', 'remaja', 'eropa', '']","['bikin', 'iri', 'mulai', 'juni', 'remaja', 'eropa', '']"
224,"Tertular Virus Covid-19 Usai Divaksin, Ini yang Terjadi!",cnbcindonesia,-1,tertular virus covid usai divaksin ini yang terjadi,"['tertular', 'virus', 'covid', 'usai', 'divaksin', 'ini', 'yang', 'terjadi']","['tertular', 'virus', 'usai', 'terjadi']","['tular', 'virus', 'usai', 'jadi']"
225,"Vaksin Covid Rusia Disebut 'Tercemar' Virus, Bisa Bereplikasi",cnbcindonesia,-1,vaksin covid rusia disebut tercemar virus bisa bereplikasi,"['vaksin', 'covid', 'rusia', 'disebut', 'tercemar', 'virus', 'bisa', 'bereplikasi']","['', 'rusia', 'disebut', 'tercemar', 'virus', 'bereplikasi']","['', 'rusia', 'sebut', 'cemar', 'virus', 'bereplikasi']"
226,Vaksin Pfizer Diklaim Mampu Lawan Varian Covid India,cnbcindonesia,1,vaksin pfizer diklaim mampu lawan varian covid india,"['vaksin', 'pfizer', 'diklaim', 'mampu', 'lawan', 'varian', 'covid', 'india']","['', 'pfizer', 'diklaim', 'mampu', 'lawan', 'varian', 'india']","['', 'pfizer', 'klaim', 'mampu', 'lawan', 'varian', 'india']"
227,Malaysia Setop Pakai Vaksin AstraZeneca di Program Vaksinasi,cnbcindonesia,0,malaysia setop pakai vaksin astrazeneca di program vaksinasi,"['malaysia', 'setop', 'pakai', 'vaksin', 'astrazeneca', 'di', 'program', 'vaksinasi']","['malaysia', 'setop', 'pakai', 'astrazeneca', 'program', '']","['malaysia', 'setop', 'pakai', 'astrazeneca', 'program', '']"
228,Prediksi Ngeri Jumlah Kematian Tsunami Covid-19 India,cnbcindonesia,-1,prediksi ngeri jumlah kematian tsunami covid india,"['prediksi', 'ngeri', 'jumlah', 'kematian', 'tsunami', 'covid', 'india']","['prediksi', 'ngeri', 'jumlah', 'kematian', 'tsunami', 'india']","['prediksi', 'ngeri', 'jumlah', 'mati', 'tsunami', 'india']"
229,"Pembekuan Darah Vaksin AstraZeneca, Ini Respons Warga Inggris",cnbcindonesia,-1,pembekuan darah vaksin astrazeneca ini respons warga inggris,"['pembekuan', 'darah', 'vaksin', 'astrazeneca', 'ini', 'respons', 'warga', 'inggris']","['pembekuan', 'darah', 'astrazeneca', 'respons', 'warga', 'inggris']","['beku', 'darah', 'astrazeneca', 'respons', 'warga', 'inggris']"
230,Prediksi Menakutkan Kapan Tsunami Covid-19 India Berakhir,cnbcindonesia,0,prediksi menakutkan kapan tsunami covid india berakhir,"['prediksi', 'menakutkan', 'kapan', 'tsunami', 'covid', 'india', 'berakhir']","['prediksi', 'menakutkan', 'kapan', 'tsunami', 'india', 'berakhir']","['prediksi', 'takut', 'kapan', 'tsunami', 'india', 'akhir']"
231,"Covid Meledak, India Dikhawatirkan Jadi 'Neraka' 2 Pekan Lagi",cnbcindonesia,-1,covid meledak india dikhawatirkan jadi neraka pekan lagi,"['covid', 'meledak', 'india', 'dikhawatirkan', 'jadi', 'neraka', 'pekan', 'lagi']","['', 'meledak', 'india', 'dikhawatirkan', 'jadi', 'neraka', 'pekan', '']","['', 'ledak', 'india', 'khawatir', 'jadi', 'neraka', 'pekan', '']"
232,Satgas Covid-19: Warga Jangan Khawatir RI Kekurangan Vaksin,cnbcindonesia,1,satgas covid warga jangan khawatir ri kekurangan vaksin,"['satgas', 'covid', 'warga', 'jangan', 'khawatir', 'ri', 'kekurangan', 'vaksin']","['satgas', 'warga', 'jangan', 'khawatir', 'ri', 'kekurangan', '']","['satgas', 'warga', 'jangan', 'khawatir', 'ri', 'kurang', '']"
233,Siasat Baru Menkes Suntik Vaksin Covid ke 181 Juta Warga RI,cnbcindonesia,0,siasat baru menkes suntik vaksin covid ke juta warga ri,"['siasat', 'baru', 'menkes', 'suntik', 'vaksin', 'covid', 'ke', 'juta', 'warga', 'ri']","['siasat', 'baru', 'menkes', 'suntik', 'juta', 'warga', 'ri']","['siasat', 'baru', 'menkes', 'suntik', 'juta', 'warga', 'ri']"
234,"Duh! Ahli Temukan Triple Mutasi Covid di India, Lebih Menular",cnbcindonesia,-1,duh ahli temukan triple mutasi covid di india lebih menular,"['duh', 'ahli', 'temukan', 'triple', 'mutasi', 'covid', 'di', 'india', 'lebih', 'menular']","['duh', 'ahli', 'temukan', 'triple', 'mutasi', 'india', 'lebih', 'menular']","['duh', 'ahli', 'temu', 'triple', 'mutasi', 'india', 'lebih', 'tular']"
235,OJK-IKNB-Kemenkes Gelar Vaksinasi Covid-19 Khusus Lansia,cnbcindonesia,0,ojkiknbkemenkes gelar vaksinasi covid khusus lansia,"['ojkiknbkemenkes', 'gelar', 'vaksinasi', 'covid', 'khusus', 'lansia']","['ojkiknbkemenkes', 'gelar', 'khusus', 'lansia']","['ojkiknbkemenkes', 'gelar', 'khusus', 'lansia']"
236,"Digugat Uni Eropa Gegara Vaksin Covid, Ini Kata AstraZeneca",cnbcindonesia,0,digugat uni eropa gegara vaksin covid ini kata astrazeneca,"['digugat', 'uni', 'eropa', 'gegara', 'vaksin', 'covid', 'ini', 'kata', 'astrazeneca']","['digugat', 'uni', 'eropa', 'gegara', 'kata', 'astrazeneca']","['gugat', 'uni', 'eropa', 'gegara', 'kata', 'astrazeneca']"
237,Resmi! Uni Eropa Gugat AstraZeneca Gegara Vaksin Covid,cnbcindonesia,0,resmi uni eropa gugat astrazeneca gegara vaksin covid,"['resmi', 'uni', 'eropa', 'gugat', 'astrazeneca', 'gegara', 'vaksin', 'covid']","['resmi', 'uni', 'eropa', 'gugat', 'astrazeneca', 'gegara', '']","['resmi', 'uni', 'eropa', 'gugat', 'astrazeneca', 'gegara', '']"
238,Siang-Malam Retno Geber Diplomasi Demi Kecukupan Vaksin Covid,cnbcindonesia,1,siangmalam retno geber diplomasi demi kecukupan vaksin covid,"['siangmalam', 'retno', 'geber', 'diplomasi', 'demi', 'kecukupan', 'vaksin', 'covid']","['siangmalam', 'retno', 'geber', 'diplomasi', 'kecukupan', '']","['siangmalam', 'retno', 'geber', 'diplomasi', 'cukup', '']"
239,"Menlu: Via COVAX, RI Sudah Terima 4,9 Juta Vaksin AstraZeneca",cnbcindonesia,0,menlu via covax ri sudah terima juta vaksin astrazeneca,"['menlu', 'via', 'covax', 'ri', 'sudah', 'terima', 'juta', 'vaksin', 'astrazeneca']","['menlu', 'via', 'covax', 'ri', 'terima', 'juta', 'astrazeneca']","['menlu', 'via', 'covax', 'ri', 'terima', 'juta', 'astrazeneca']"
240,"Jokowi Lobi Xi Jinping, 15 Juta Vaksin Sinovac Siap Masuk RI",cnbcindonesia,0,jokowi lobi xi jinping juta vaksin sinovac siap masuk ri,"['jokowi', 'lobi', 'xi', 'jinping', 'juta', 'vaksin', 'sinovac', 'siap', 'masuk', 'ri']","['jokowi', 'lobi', 'xi', 'jinping', 'juta', 'sinovac', 'siap', 'masuk', 'ri']","['jokowi', 'lobi', 'xi', 'jinping', 'juta', 'sinovac', 'siap', 'masuk', 'ri']"
241,"Biden Bantu India Lawan Tsunami Covid, Embargo Vaksin Dicabut",cnbcindonesia,1,biden bantu india lawan tsunami covid embargo vaksin dicabut,"['biden', 'bantu', 'india', 'lawan', 'tsunami', 'covid', 'embargo', 'vaksin', 'dicabut']","['biden', 'bantu', 'india', 'lawan', 'tsunami', 'embargo', 'dicabut']","['biden', 'bantu', 'india', 'lawan', 'tsunami', 'embargo', 'cabut']"
242,Eks Menkes Cerita Rasanya Disuntik Vaksin Nusantara Terawan,cnbcindonesia,0,eks menkes cerita rasanya disuntik vaksin nusantara terawan,"['eks', 'menkes', 'cerita', 'rasanya', 'disuntik', 'vaksin', 'nusantara', 'terawan']","['eks', 'menkes', 'cerita', 'rasanya', 'disuntik', 'nusantara', 'terawan']","['eks', 'menkes', 'cerita', 'rasa', 'suntik', 'nusantara', 'awan']"
243,"Kabar Baik AstraZeneca dari Chile, Nol Kasus Pembekuan Darah",cnbcindonesia,1,kabar baik astrazeneca dari chile nol kasus pembekuan darah,"['kabar', 'baik', 'astrazeneca', 'dari', 'chile', 'nol', 'kasus', 'pembekuan', 'darah']","['kabar', 'baik', 'astrazeneca', 'chile', 'nol', 'kasus', 'pembekuan', 'darah']","['kabar', 'baik', 'astrazeneca', 'chile', 'nol', 'kasus', 'beku', 'darah']"
244,AS Kembali Izinkan Vaksin Covid-19 Johnson & Johnson Beredar,cnbcindonesia,0,as kembali izinkan vaksin covid johnson johnson beredar,"['as', 'kembali', 'izinkan', 'vaksin', 'covid', 'johnson', 'johnson', 'beredar']","['as', 'izinkan', 'johnson', 'johnson', 'beredar']","['as', 'izin', 'johnson', 'johnson', 'edar']"
245,Warning Menkes: Stok Vaksin Covid-19 RI Tinggal 20 Hari!,cnbcindonesia,0,warning menkes stok vaksin covid ri tinggal hari,"['warning', 'menkes', 'stok', 'vaksin', 'covid', 'ri', 'tinggal', 'hari']","['warning', 'menkes', 'stok', 'ri', 'tinggal', 'hari']","['warning', 'menkes', 'stok', 'ri', 'tinggal', 'hari']"
246,"Vaksinasi Corona Ampuh Tekan Covid, Ini Buktinya!",cnbcindonesia,1,vaksinasi corona ampuh tekan covid ini buktinya,"['vaksinasi', 'corona', 'ampuh', 'tekan', 'covid', 'ini', 'buktinya']","['', 'ampuh', 'tekan', 'buktinya']","['', 'ampuh', 'tekan', 'bukti']"
247,Nah Loh! AstraZeneca Digugat Eropa Gegara Vaksin Covid-19,cnbcindonesia,0,nah loh astrazeneca digugat eropa gegara vaksin covid,"['nah', 'loh', 'astrazeneca', 'digugat', 'eropa', 'gegara', 'vaksin', 'covid']","['nah', 'loh', 'astrazeneca', 'digugat', 'eropa', 'gegara', '']","['nah', 'loh', 'astrazeneca', 'gugat', 'eropa', 'gegara', '']"
248,"Duh! Tsunami Covid Menerjang, India Defisit Vaksin Corona",cnbcindonesia,-1,duh tsunami covid menerjang india defisit vaksin corona,"['duh', 'tsunami', 'covid', 'menerjang', 'india', 'defisit', 'vaksin', 'corona']","['duh', 'tsunami', 'menerjang', 'india', 'defisit', '']","['duh', 'tsunami', 'terjang', 'india', 'defisit', '']"
249,Awas Tertipu! Vaksin Covid-19 Mulai Beredar di Pasar,cnbcindonesia,0,awas tertipu vaksin covid mulai beredar di pasar,"['awas', 'tertipu', 'vaksin', 'covid', 'mulai', 'beredar', 'di', 'pasar']","['awas', 'tertipu', 'mulai', 'beredar', 'pasar']","['awas', 'tipu', 'mulai', 'edar', 'pasar']"
250,Pelajaran Berharga yang Dipetik RI dari Tsunami Covid India,cnbcindonesia,0,pelajaran berharga yang dipetik ri dari tsunami covid india,"['pelajaran', 'berharga', 'yang', 'dipetik', 'ri', 'dari', 'tsunami', 'covid', 'india']","['pelajaran', 'berharga', 'dipetik', 'ri', 'tsunami', 'india']","['ajar', 'harga', 'petik', 'ri', 'tsunami', 'india']"
251,"Kemenkes Akui Laju Penyuntikan Vaksin Melambat, Alasannya?",cnbcindonesia,0,kemenkes akui laju penyuntikan vaksin melambat alasannya,"['kemenkes', 'akui', 'laju', 'penyuntikan', 'vaksin', 'melambat', 'alasannya']","['kemenkes', 'akui', 'laju', 'penyuntikan', 'melambat', 'alasannya']","['kemenkes', 'aku', 'laju', 'sunti', 'lambat', 'alas']"
252,Kabar Baik! 7-10 Juta vaksin Sinovac Tiba di RI akhir April,cnbcindonesia,1,kabar baik juta vaksin sinovac tiba di ri akhir april,"['kabar', 'baik', 'juta', 'vaksin', 'sinovac', 'tiba', 'di', 'ri', 'akhir', 'april']","['kabar', 'baik', 'juta', 'sinovac', 'tiba', 'ri', 'akhir', 'april']","['kabar', 'baik', 'juta', 'sinovac', 'tiba', 'ri', 'akhir', 'april']"
253,"3,8 Juta Vaksin Covid-19 AstraZeneca Tiba di RI Akhir April?",cnbcindonesia,0,juta vaksin covid astrazeneca tiba di ri akhir april,"['juta', 'vaksin', 'covid', 'astrazeneca', 'tiba', 'di', 'ri', 'akhir', 'april']","['juta', 'astrazeneca', 'tiba', 'ri', 'akhir', 'april']","['juta', 'astrazeneca', 'tiba', 'ri', 'akhir', 'april']"
254,"Efek Samping Vaksin AstraZeneca di RI, Bukan Pembekuan Darah",cnbcindonesia,1,efek samping vaksin astrazeneca di ri bukan pembekuan darah,"['efek', 'samping', 'vaksin', 'astrazeneca', 'di', 'ri', 'bukan', 'pembekuan', 'darah']","['efek', 'samping', 'astrazeneca', 'ri', 'bukan', 'pembekuan', 'darah']","['efek', 'samping', 'astrazeneca', 'ri', 'bukan', 'beku', 'darah']"
255,"Tak Ada Efek Samping Berat,RI Lanjut Pakai Vaksin AstraZeneca",cnbcindonesia,1,tak ada efek samping beratri lanjut pakai vaksin astrazeneca,"['tak', 'ada', 'efek', 'samping', 'beratri', 'lanjut', 'pakai', 'vaksin', 'astrazeneca']","['tak', 'efek', 'samping', 'beratri', 'lanjut', 'pakai', 'astrazeneca']","['tak', 'efek', 'samping', 'beratri', 'lanjut', 'pakai', 'astrazeneca']"
256,"Sempat Bikin Heboh, Begini 'Ending' Vaksin Nusantara Terwan",cnbcindonesia,0,sempat bikin heboh begini ending vaksin nusantara terwan,"['sempat', 'bikin', 'heboh', 'begini', 'ending', 'vaksin', 'nusantara', 'terwan']","['sempat', 'bikin', 'heboh', 'begini', 'ending', 'nusantara', 'terwan']","['sempat', 'bikin', 'heboh', 'begini', 'ending', 'nusantara', 'wan']"
257,Jokowi Komentari Polemik Vaksin Nusantara: Kok Ramai Sih?,cnbcindonesia,0,jokowi komentari polemik vaksin nusantara kok ramai sih,"['jokowi', 'komentari', 'polemik', 'vaksin', 'nusantara', 'kok', 'ramai', 'sih']","['jokowi', 'komentari', 'polemik', 'nusantara', 'kok', 'ramai', 'sih']","['jokowi', 'komentar', 'polemik', 'nusantara', 'kok', 'ramai', 'sih']"
258,"Jokowi Targetkan 70 Juta Orang Divaksin per Juli, Realistis?",cnbcindonesia,0,jokowi targetkan juta orang divaksin per juli realistis,"['jokowi', 'targetkan', 'juta', 'orang', 'divaksin', 'per', 'juli', 'realistis']","['jokowi', 'targetkan', 'juta', 'orang', 'per', 'juli', 'realistis']","['jokowi', 'target', 'juta', 'orang', 'per', 'juli', 'realistis']"
259,Catat! Vaksinasi Mandiri Dimulai Minggu Ketiga Mei 2021,cnbcindonesia,0,catat vaksinasi mandiri dimulai minggu ketiga mei,"['catat', 'vaksinasi', 'mandiri', 'dimulai', 'minggu', 'ketiga', 'mei']","['catat', 'mandiri', 'dimulai', 'minggu', 'ketiga', 'mei']","['catat', 'mandiri', 'mulai', 'minggu', 'tiga', 'mei']"
260,Fix! Vaksinasi Gotong Royong Pakai Vaksin Sinopharm & Sputnik,cnbcindonesia,0,fix vaksinasi gotong royong pakai vaksin sinopharm sputnik,"['fix', 'vaksinasi', 'gotong', 'royong', 'pakai', 'vaksin', 'sinopharm', 'sputnik']","['fix', 'gotong', 'royong', 'pakai', 'sinopharm', 'sputnik']","['fix', 'gotong', 'royong', 'pakai', 'sinopharm', 'sputnik']"
261,Menkes Bicara Vaksin Terawan & Pengawasan Tak Lagi di BPOM,cnbcindonesia,0,menkes bicara vaksin terawan pengawasan tak lagi di bpom,"['menkes', 'bicara', 'vaksin', 'terawan', 'pengawasan', 'tak', 'lagi', 'di', 'bpom']","['menkes', 'bicara', 'terawan', 'pengawasan', 'tak', 'bpom']","['menkes', 'bicara', 'awan', 'awas', 'tak', 'bpom']"
262,"Akhir Kontroversi, Vaksin Terawan Tak Bisa Dikomersialkan!",cnbcindonesia,1,akhir kontroversi vaksin terawan tak bisa dikomersialkan,"['akhir', 'kontroversi', 'vaksin', 'terawan', 'tak', 'bisa', 'dikomersialkan']","['akhir', 'kontroversi', 'terawan', 'tak', 'dikomersialkan']","['akhir', 'kontroversi', 'awan', 'tak', 'komersial']"
263,Sah! Pengawasan Vaksin Terawan Digeser dari BPOM ke Kemenkes,cnbcindonesia,1,sah pengawasan vaksin terawan digeser dari bpom ke kemenkes,"['sah', 'pengawasan', 'vaksin', 'terawan', 'digeser', 'dari', 'bpom', 'ke', 'kemenkes']","['sah', 'pengawasan', 'terawan', 'digeser', 'bpom', 'kemenkes']","['sah', 'awas', 'awan', 'geser', 'bpom', 'kemenkes']"
264,"Bukan Disuntik, China Uji Coba Vaksin Covid-19 Hirup",cnbcindonesia,0,bukan disuntik china uji coba vaksin covid hirup,"['bukan', 'disuntik', 'china', 'uji', 'coba', 'vaksin', 'covid', 'hirup']","['bukan', 'disuntik', 'china', 'uji', 'coba', 'hirup']","['bukan', 'suntik', 'china', 'uji', 'coba', 'hirup']"
265,Alasan Anang Hermansyah Mau Disuntik Vaksin Nusantara Terawan,cnbcindonesia,0,alasan anang hermansyah mau disuntik vaksin nusantara terawan,"['alasan', 'anang', 'hermansyah', 'mau', 'disuntik', 'vaksin', 'nusantara', 'terawan']","['alasan', 'anang', 'hermansyah', 'mau', 'disuntik', 'nusantara', 'terawan']","['alas', 'anang', 'hermansyah', 'mau', 'suntik', 'nusantara', 'awan']"
266,Menkes BGS Sudah Bahas Vaksin Terawan Bareng Kasad & Muhadjir,cnbcindonesia,0,menkes bgs sudah bahas vaksin terawan bareng kasad muhadjir,"['menkes', 'bgs', 'sudah', 'bahas', 'vaksin', 'terawan', 'bareng', 'kasad', 'muhadjir']","['menkes', 'bgs', 'bahas', 'terawan', 'bareng', 'kasad', 'muhadjir']","['menkes', 'bgs', 'bahas', 'awan', 'bareng', 'kasad', 'muhadjir']"
267,"Ramai Suntik Vaksin Nusantara di RSPAD, Faktanya?",cnbcindonesia,0,ramai suntik vaksin nusantara di rspad faktanya,"['ramai', 'suntik', 'vaksin', 'nusantara', 'di', 'rspad', 'faktanya']","['ramai', 'suntik', 'nusantara', 'rspad', 'faktanya']","['ramai', 'suntik', 'nusantara', 'rspad', 'fakta']"
268,Tegas! Vaksin Nusantara Terawan Bukan Program TNI,cnbcindonesia,0,tegas vaksin nusantara terawan bukan program tni,"['tegas', 'vaksin', 'nusantara', 'terawan', 'bukan', 'program', 'tni']","['tegas', 'nusantara', 'terawan', 'bukan', 'program', 'tni']","['tegas', 'nusantara', 'awan', 'bukan', 'program', 'tni']"
269,"Menkes: Dunia Berebut Vaksin Covid-19, Makin Keras!",cnbcindonesia,0,menkes dunia berebut vaksin covid makin keras,"['menkes', 'dunia', 'berebut', 'vaksin', 'covid', 'makin', 'keras']","['menkes', 'dunia', 'berebut', 'makin', 'keras']","['menkes', 'dunia', 'rebut', 'makin', 'keras']"
270,Menkes Sebut Masih Banyak Lansia yang Ogah Divaksin Covid,cnbcindonesia,0,menkes sebut masih banyak lansia yang ogah divaksin covid,"['menkes', 'sebut', 'masih', 'banyak', 'lansia', 'yang', 'ogah', 'divaksin', 'covid']","['menkes', 'sebut', 'banyak', 'lansia', 'ogah', '']","['menkes', 'sebut', 'banyak', 'lansia', 'ogah', '']"
271,"Covid-19 Masih Menggila, Jokowi: Jangan Lengah!",cnbcindonesia,-1,covid masih menggila jokowi jangan lengah,"['covid', 'masih', 'menggila', 'jokowi', 'jangan', 'lengah']","['', 'menggila', 'jokowi', 'jangan', 'lengah']","['', 'gila', 'jokowi', 'jangan', 'lengah']"
272,Pesan BGS ke Kepala Daerah: Kebut Vaksinasi Saat Ramadan!,cnbcindonesia,1,pesan bgs ke kepala daerah kebut vaksinasi saat ramadan,"['pesan', 'bgs', 'ke', 'kepala', 'daerah', 'kebut', 'vaksinasi', 'saat', 'ramadan']","['pesan', 'bgs', 'kepala', 'daerah', 'kebut', 'ramadan']","['pesan', 'bgs', 'kepala', 'daerah', 'kebut', 'ramadan']"
273,6 Negara ini Laporkan Pembekuan Darah Efek Vaksin AstraZeneca,cnbcindonesia,-1,negara ini laporkan pembekuan darah efek vaksin astrazeneca,"['negara', 'ini', 'laporkan', 'pembekuan', 'darah', 'efek', 'vaksin', 'astrazeneca']","['negara', 'laporkan', 'pembekuan', 'darah', 'efek', 'astrazeneca']","['negara', 'lapor', 'beku', 'darah', 'efek', 'astrazeneca']"
274,Duh! Kanada Laporkan Pembekuan Darah Efek Vaksin AstraZeneca,cnbcindonesia,-1,duh kanada laporkan pembekuan darah efek vaksin astrazeneca,"['duh', 'kanada', 'laporkan', 'pembekuan', 'darah', 'efek', 'vaksin', 'astrazeneca']","['duh', 'kanada', 'laporkan', 'pembekuan', 'darah', 'efek', 'astrazeneca']","['duh', 'kanada', 'lapor', 'beku', 'darah', 'efek', 'astrazeneca']"
275,Resmi! RI Kedatangan 6 Juta Bulk Vaksin Covid-19 Sinovac,cnbcindonesia,0,resmi ri kedatangan juta bulk vaksin covid sinovac,"['resmi', 'ri', 'kedatangan', 'juta', 'bulk', 'vaksin', 'covid', 'sinovac']","['resmi', 'ri', 'kedatangan', 'juta', 'bulk', 'sinovac']","['resmi', 'ri', 'datang', 'juta', 'bulk', 'sinovac']"
